"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"150","ntp.ubuntu.com","azure_pci_nonprod","none","universal","Pci-Zone","az-v2-10.126.116.64;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Az-v2-pt-bastion-10.126.116.32_28;dotcom-k8s-net1-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Hst-v2-np-wcsh1-10.126.117.0_25;Hst-v2-np-wcsh1-10.126.117.128_25;Hst-v2-np-wcsh2-10.126.118.0_25;Hst-v2-np-wcsh2-10.126.118.128_25;Net-bastion-v2-10.126.34.48_28;Net-v2-np-wcs-cluster-10.126.115.32_27;Net-v2-np-wcs-cluster-10.126.115.64_27;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","ntp.ubuntu.com","any","ntp","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"151","ubuntu_update","azure_pci_nonprod","none","universal","Pci-Zone","az-v2-10.126.116.64;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Az-v2-pt-bastion-10.126.116.32_28;dotcom-k8s-net1-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Hst-v2-np-wcsh1-10.126.117.0_25;Hst-v2-np-wcsh1-10.126.117.128_25;Hst-v2-np-wcsh2-10.126.118.0_25;Hst-v2-np-wcsh2-10.126.118.128_25;Net-bastion-v2-10.126.34.48_28;Net-v2-np-wcs-cluster-10.126.115.32_27;Net-v2-np-wcs-cluster-10.126.115.64_27;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","any","any","any","service-http","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"152","Az-v2-np-to-oms-wcs-url-access","azure_pci_nonprod","none","universal","Pci-Zone","az-v2-np-10.126.114.0_26;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Az-v2-pt-bastion-10.126.116.32_28;dotcom-k8s-net1-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Hst-v2-np-oms-10.126.114.64_26;Hst-v2-np-wcsh1-10.126.117.0_25;Hst-v2-np-wcsh1-10.126.117.128_25;Hst-v2-np-wcsh2-10.126.118.0_25;Hst-v2-np-wcsh2-10.126.118.128_25;Net-bastion-v2-10.126.34.48_28;Net-NP- Bastion-10.126.34.48-28;Net-v2-np-wcs-cluster-10.126.115.32_27;Net-v2-np-wcs-cluster-10.126.115.64_27;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","any","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","6","1466","2023-08-09 14:45:46","2022-05-20 16:34:15"
"153","Az-v2-wcs-np-pci-to-id-link-services","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-v2-wcs-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27;Net-wcs-pt-v2-np-10.126.117.0_25;Net-wcs-pt-v2-np-10.126.117.128_25;Net-wcs-pt-v2-np-10.126.118.0_25;Net-wcs-pt-v2-np-10.126.118.128_25","any","any","Non-Pci-Zone","Hst-10.126.72.73","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"154","Az-v2-np-to-mongodb-urls","azure_pci_nonprod","none","universal","Pci-Zone","Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26","any","any","Non-Pci-Zone","mns-return-mongo-dev-lb.kmh5m.mongodb.net;mns-return-mongo-sit-lb.kmh5m.mongodb.net;mns-transport-mongo-pt-shard-00-00.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-01.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-02.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-03.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-04.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-05.uqfdl.mongodb.net;mns-transport-mongo-pt-shard-00-06.uqfdl.mongodb.net;mns-transport-mongo-tes-shard-00-00.uqfdl.mongodb.net;mns-transport-mongo-tes-shard-00-01.uqfdl.mongodb.net;mns-transport-mongo-tes-shard-00-02.uqfdl.mongodb.net","any","any","service-https;service-tcp-22;service-tcp-27017","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1472","2024-06-10 13:41:25","2022-05-20 16:34:15"
"155","Az-v2-np-to-mongodb-urls-supplemental","azure_pci_nonprod","none","universal","Pci-Zone","Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26","any","any","Non-Pci-Zone","mns-return-mongo-sit-shard-00-00.kmh5m.mongodb.net;mns-return-mongo-sit-shard-00-01.kmh5m.mongodb.net;mns-return-mongo-sit-shard-00-02.kmh5m.mongodb.net","any","any","service-https;service-tcp-22;service-tcp-27017","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","259","2025-09-18 11:53:19","2025-09-18 11:53:19"
"156","Az-v1-oms-to-k8s","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-tools-vm-10.105.2.64_27;az-pci-tools-vm-10.105.2.176_28;az-pci-tools-vm-10.105.2.208_28;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26","any","any","Non-Pci-Zone","azure-K8s-Dev-subnet-10.105.160.0_21","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"157","OMS-WCS-np-to-permit-target","azure_pci_nonprod","none","universal","Pci-Zone","Net-NP- Bastion-10.126.34.48-28;Net-NP-ControlM-10.126.34.64-28;Net-NP-OMS-DB-10.126.34.32-28;Net-NP-WCS-DB-10.126.34.0-28;Net-NP-WCS-DB-STG 10.126.37.0-28;Net-NP-WXS-10.126.34.16-28;Net-NP-WXS-STG-10.126.37.16-28","any","any","Non-Pci-Zone","any","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session end","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"158","OMS-WCS-np-to-permit-azmk8s.io","azure_pci_nonprod","none","universal","Pci-Zone","Net-NP- Bastion-10.126.34.48-28;Net-NP-ControlM-10.126.34.64-28;Net-NP-OMS-DB-10.126.34.32-28;Net-NP-WCS-DB-10.126.34.0-28;Net-NP-WCS-DB-STG 10.126.37.0-28;Net-NP-WXS-10.126.34.16-28;Net-NP-WXS-STG-10.126.37.16-28","any","any","Non-Pci-Zone","dotcom-int-omsh1-oms01-eun-dc741fa8.hcp.northeurope.azmk8s.io;dotcom-int-wcsh1-wcs01-eun-f4f1b180.hcp.northeurope.azmk8s.io;dotcom-stg-wcsh1-wcs01-eun-499abd1d.hcp.northeurope.azmk8s.io;dotcom-stg-wcsh2-wcs01-eun-a91dbaa6.hcp.northeurope.azmk8s.io;dotcom-vnp-oms-omsh1-eun-96c1fbe4.hcp.northeurope.azmk8s.io;dotcom-vnp-wcsh1-wcs01-eun-63e16683.hcp.northeurope.azmk8s.io;dotcom-vnp-wcsh2-wcs02-eun-e84800a2.hcp.northeurope.azmk8s.io","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"159","pci-np-to-dynatrace","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-eun-vnp-vnet-0001-10.126.112.0_21;dotcom-eun-vnp-vnet-0001-10.126.120.0_21;Net-dotcom-nprod-10.126.32.0_21;Net-dotcom-nprod-10.126.96.0_21","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","3","428","2025-04-02 14:04:16","2025-02-06 15:34:34"
"160","OEM-DB-to-cloud-tenable","azure_pci_nonprod","none","universal","Pci-Zone","Net-NP-ControlM-10.126.34.64-28;Net-NP-OMS-DB-10.126.34.32-28;Net-v2-np-oem-10.126.116.48_28","any","any","Non-Pci-Zone","any","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","2","1044","2023-08-09 14:45:46","2022-05-20 16:34:15"
"161","akamai-to-WCS-v2-stg1-stg2-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25062;service-tcp-25063","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","31","70","2023-09-20 16:15:20","2022-05-20 16:34:15"
"162","akamai-to-mya-cfto-v2-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25064","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","4","108","2023-08-09 14:45:46","2022-05-20 16:34:15"
"163","pim-to-EM-pci-subnets","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","az-pci-sit1-10.105.14.32_27;az-pci-tools-vm-10.105.0.32_27;az-pci-tools-vm-10.105.2.32_27;Net-np-pim- 10.126.34.96-28;Net-np-pim-10.126.34.144-28;Net-np-pim-10.126.34.192-28","any","any","Non-Pci-Zone;Pci-Zone","az-pci-sit1-10.105.14.32_27;az-pci-tools-vm-10.105.0.32_27;az-pci-tools-vm-10.105.2.32_27;Net-np-pim- 10.126.34.96-28;Net-np-pim-10.126.34.144-28;Net-np-pim-10.126.34.192-28","any","any","service-tcp-11541-11542","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"164","Ignio-np-to-az-v2-bastion-server","azure_pci_nonprod","none","universal","Non-Pci-Zone","Hst-ignio-proxy-10.255.217.133;Hst-MSHSRMNSUKCU072-10.128.174.213;ignio-onprem-np-10.128.174.210","any","any","Pci-Zone","Hst-stg-pci-10.105.1.164;Net-bastion-v2-10.126.34.48_28","any","any","service-tcp-22;sevice-tcp-3389","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"165","pci-pal-staging","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-v2-oms-10.126.33.128_26;dotcom-v2-oms-10.126.33.192_26;Net-az-np-dotcom -10.126.33.64_26;Net-az-v2-wcs-vnp-10.126.117.0_24;Net-az-v2-wcs-vnp-10.126.118.0_24;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1471","2023-08-09 14:45:46","2022-05-20 16:34:15"
"166","Np-wcs-v2-to-oms-targets","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-k8s-net1-10.126.33.0_26;dotcom-k8s-net2-10.126.33.64_26;Hst-v2-np-wcsh1-10.126.117.0_25;Hst-v2-np-wcsh1-10.126.117.128_25;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27;Net-wcs-pt-v2-np-10.126.118.0_25;Net-wcs-pt-v2-np-10.126.118.128_25","any","any","Non-Pci-Zone","any","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","3","197","2023-08-09 14:45:46","2022-05-20 16:34:15"
"167","Np-wcs-oms-to-prisma-target","azure_pci_nonprod","none","universal","Pci-Zone","Net-az-v2-oms-10.126.33.0_24;Net-az-v2-oms-vnp-10.126.114.0_25;Net-az-v2-wcs-stg-10.126.36.0_24;Net-az-v2-wcs-vnp-10.126.117.0_24;Net-az-v2-wcs-vnp-10.126.118.0_24","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"168","Cint-to-az-pci-v2-np-WCS","azure_pci_nonprod","none","universal","Non-Pci-Zone","sit-npci-cint-10.105.62.0_24;stg-npci-cint-10.105.118.0_24","any","any","Pci-Zone","Hst-WCS-storage-10.126.34.117;Hst-WCS-storage-10.126.34.118","any","any","service-tcp-445","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","1","1456","2023-08-09 14:45:46","2022-05-20 16:34:15"
"169","az-pci-np-stibo-3rd-party","azure_pci_nonprod","none","universal","Pci-Zone","Net-np-pim- 10.126.34.96-28","any","any","Non-Pci-Zone","stibo-217.28.168.100","any","any","service-tcp-22","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2024-10-25 10:53:59","2024-10-24 15:43:39"
"170","Cint-to-az-pci-np-v2-WCS","azure_pci_nonprod","none","universal","Non-Pci-Zone","az-cint-v1-gw-10.105.135.0_24","any","any","Pci-Zone","az-np-v2-wcs-10.126.116.128_28","any","any","service-tcp-445","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","1","1393","2023-08-09 14:45:46","2022-05-20 16:34:15"
"171","onprem-citrix-to-az-east-west-udr-route","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-sw-ctx-odc","any","any","Pci-Zone","Net-NP-WXS-10.126.34.16-28","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"172","akamai-to-DNC-int1-api-v2-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25065;service-tcp-25069","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","7","113","2023-08-09 14:45:46","2022-05-20 16:34:15"
"173","akamai-to-DNC-perf1-api-v2-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25066","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","6","117","2023-08-09 14:45:46","2022-05-20 16:34:15"
"174","akamai-to-pog-perf1-v2-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","tcp-service-25067","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","3","504","2023-08-09 14:45:46","2022-05-20 16:34:15"
"175","test-pci-migration-subnet","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","test-app-10.126.37.245","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-12-06 12:59:31"
"176","Nonprod-clstr-to-np-OMS","azure_pci_nonprod","none","universal","Non-Pci-Zone","pltsrv-dev-1-k8s-clstr-subnet;pltsrv-dev-2-k8s-clstr-subnet;pltsrv-perf-1-k8s-clstr-subnet-10.105.144.0-24;pltsrv-perf-2-k8s-clstr-subnet-10.105.145.0-24","any","any","Pci-Zone","Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"177","akamai-to-wcs-qa-v2-np-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25068;service-tcp-25070;service-tcp-25071","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","32","70","2023-08-09 14:45:46","2022-05-20 16:34:15"
"178","Nprod-dotcom-to-accertify","azure_pci_nonprod","none","universal","Pci-Zone","Net-dotcom-nprod-10.126.32.0_21;Net-dotcom-nprod-10.126.96.0_21","any","any","Non-Pci-Zone","icnow01.accertify.net","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","1","1373","2023-08-09 14:45:46","2022-05-20 16:34:15"
"179","V2-OMS-On-prem-Mule","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-k8s-net1-10.126.33.128_26;dotcom-k8s-net2-10.126.33.192_26","any","any","Non-Pci-Zone","hlxc00dc050_10.96.138.32_32;hlxc00dc111-10.96.139.112;hst-10.128.177.180;Hst-corp-qm-10.128.178.132;Mule-10.128.178.134","any","any","service-tcp-18450-18470;service-tcp-18480-18500;Service-tcp-28490","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1471","2024-10-16 16:07:51","2022-05-20 16:34:15"
"180","Dotcom-oms-kafka-access","azure_pci_nonprod","none","universal","Pci-Zone","Host_10.126.39.73;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Net-az-np-dotcom -10.126.33.64_26;Net-az-np-dotcom-10.126.33.128_26;Net-az-np-dotcom-10.126.33.192_26","any","any","Non-Pci-Zone","b0-pkc-lz6r3.northeurope.azure.confluent.cloud;b1-pkc-lz6r3.northeurope.azure.confluent.cloud;b2-pkc-lz6r3.northeurope.azure.confluent.cloud;b3-pkc-lz6r3.northeurope.azure.confluent.cloud;b4-pkc-lz6r3.northeurope.azure.confluent.cloud;b5-pkc-lz6r3.northeurope.azure.confluent.cloud;b6-pkc-lz6r3.northeurope.azure.confluent.cloud;b7-pkc-lz6r3.northeurope.azure.confluent.cloud;b8-pkc-lz6r3.northeurope.azure.confluent.cloud;b9-pkc-lz6r3.northeurope.azure.confluent.cloud;b10-pkc-lz6r3.northeurope.azure.confluent.cloud;b11-pkc-lz6r3.northeurope.azure.confluent.cloud;b12-pkc-lz6r3.northeurope.azure.confluent.cloud;b13-pkc-lz6r3.northeurope.azure.confluent.cloud;b14-pkc-lz6r3.northeurope.azure.confluent.cloud;b15-pkc-lz6r3.northeurope.azure.confluent.cloud;b16-pkc-lz6r3.northeurope.azure.confluent.cloud;b17-pkc-lz6r3.northeurope.azure.confluent.cloud;b18-pkc-lz6r3.northeurope.azure.confluent.cloud;lkc-38p82m.g3m1vp.northeurope.azure.confluent.cloud;pkc-lz6r3.northeurope.azure.confluent.cloud","any","any","tcp-service-9092","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","2","697","2023-08-09 14:45:46","2022-05-20 16:34:15"
"181","oms-np-v2-mongo-db","azure_pci_nonprod","none","universal","Pci-Zone","Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Net-az-np-dotcom-10.126.33.128_26;Net-az-np-dotcom-10.126.33.192_26","any","any","Non-Pci-Zone","mns-return-mongo-dev-lb.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-00.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-01.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-02.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-03.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-04.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-05.kmh5m.mongodb.net;mns-return-mongo-pt-shard-00-06.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-00.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-01.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-02.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-03.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-04.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-05.kmh5m.mongodb.net;mns-return-mongo-sit-up-shard-00-06.kmh5m.mongodb.net","any","any","service-https;service-tcp-27017","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","728","2024-10-14 08:54:17","2022-05-20 16:34:15"
"182","wcs-to-cloud-entity-api","azure_pci_nonprod","none","universal","Pci-Zone","Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"183","dotcom-nonpci-to-em-pci-access","azure_pci_nonprod","none","universal","Non-Pci-Zone","shsrv-dev-aks-clstr-subnet-1-10.126.242.128_26;shsrv-dev-aks-clstr-subnet-2-10.126.242.192_26;shsrv-eun-dev-dev0001-10.126.173.0_27;v2-shrd-ace-10.126.170.0_25","any","any","Pci-Zone","em-10.126.36.208_28;em-10.126.37.64_28","any","any","service-https;service-tcp-7854;service-tcp-7855","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"184","ctx-to-em-access","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-sw-ctx-odc","any","any","Pci-Zone","dotcom-eun-dev-emapp-10.126.37.112_28;dotcom-eun-sit-emapp-10.126.96.128_28;dotcom-eun-vnp-emapp-10.126.96.192_28;dotcom-sit1-eun-emgtwv2-10.126.36.224_28;dotcom-stg-eun-emgtwv2-10.126.36.240_28;em-10.126.36.208_28;em-10.126.37.64_28","any","any","service-https;service-tcp-22;service-tcp-1521;service-tcp-4414;service-tcp-11511-11512;tcp-7800;tcp-7801-7806;tcp-7843;tcp-7851-7856","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","6","548","2023-08-09 14:45:46","2022-05-20 16:34:15"
"185","inbound-akamai-to-v2-np-sit-pt-stg","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25072;service-tcp-25073;service-tcp-25074;service-tcp-25075","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","4","34","2023-08-09 14:45:46","2022-05-20 16:34:15"
"186","inbound-apigee-to-v2-np-int-sip-gw","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","Service-tcp-25076","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","709","2024-06-20 12:46:13","2024-06-20 12:25:12"
"187","inbound-apigee-to-v2-np-int-sip-appgw","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","Service-tcp-25077","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","681","2024-07-24 12:50:51","2024-07-23 14:45:10"
"188","Em-mig-newrelic-acc-np","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-eun-sit-emapp-10.126.96.128_28;dotcom-eun-vnp-emapp-10.126.96.192_28;Hst-10.126.96.160;Net-NP-WCS-DB-10.126.34.0-28;Net-v2-np-oem-10.126.116.48_28;np-controlm-10.126.34.64;np-wxs-10.126.34.16","any","any","Non-Pci-Zone","any","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","2","1450","2023-08-09 14:45:46","2022-06-07 11:05:43"
"189","em-pci-to-newrelic-acc","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-eun-sit-emapp-10.126.96.128_28;dotcom-eun-vnp-emapp-10.126.96.192_28","any","any","Non-Pci-Zone","Host_199.232.58.137","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-06-20 08:36:23"
"190","EMv2-pci-to-wcs-nonpci-acc","azure_pci_nonprod","none","universal","Pci-Zone","Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","plt-furniture-10.126.35.64_26","any","any","service-tcp-9414","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-08-02 16:47:56"
